"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","LotShape","LotConfig","Neighborhood","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","Foundation","BsmtQual","BsmtExposure","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","HeatingQC","1stFlrSF","2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","TotRmsAbvGrd","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","WoodDeckSF","OpenPorchSF","EnclosedPorch","3SsnPorch","ScreenPorch","PoolArea","Fence","MiscVal","MoSold","YrSold","SaleCondition","SalePrice"
"49",49,"2 FAMILY CONVERSION - ALL STYLES AND AGES","Residential Medium Density",33,4456,"Regular","Inside lot","Old Town","2fmCon","Two story",4,5,1920,2008,"Gable","Metal Siding","Metal Siding","None",0,"Average/Typical","Brick and Tile","Typical (80-89 inches)","No Exposure",0,"Unfinished",0,736,736,"Good",736,716,0,1452,0,0,2,0,2,3,8,0,"No Fireplace","No Garage",1920,"No Garage",0,0,0,0,102,0,0,0,"No Fence",0,6,2009,"Home was not completed when last assessed (associated with New Homes)",113000
"50",50,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",66,7742,"Regular","Inside lot","Sawyer","Single-family Detached","One story",5,7,1966,1966,"Gable","Hard Board","Hard Board","None",0,"Average/Typical","Cinder Block","Typical (80-89 inches)","No Exposure",763,"Unfinished",0,192,955,"Excellent",955,0,0,955,1,0,1,0,3,1,6,0,"No Fireplace","Attached to home",1966,"Unfinished",1,386,0,0,0,0,0,0,"Minimum Privacy",0,1,2007,"Normal Sale",127000
"51",51,"2-STORY 1946 and NEWER","Residential Low Density",69,13869,"Moderately Irregular","Corner lot","Gilbert","Single-family Detached","Two story",6,6,1997,1997,"Gable","Vinyl Siding","Vinyl Siding","None",0,"Average/Typical","Poured Contrete","Good (90-99 inches)","Average Exposure (split levels or foyers typically score average or above)",182,"Unfinished",0,612,794,"Good",794,676,0,1470,0,1,2,0,3,1,6,0,"No Fireplace","Attached to home",1997,"Finished",2,388,0,75,0,0,0,0,"No Fence",0,7,2007,"Normal Sale",177000
"52",52,"1-1/2 STORY FINISHED ALL AGES","Residential Medium Density",52,6240,"Regular","Inside lot","Brookside","Single-family Detached","One and one-half story: 2nd level finished",6,6,1934,1950,"Gable","Wood Siding","Wood Siding","None",0,"Average/Typical","Poured Contrete","Typical (80-89 inches)","No Exposure",0,"Unfinished",0,816,816,"Average/Typical",816,0,360,1176,0,0,1,0,3,1,6,1,"Good - Masonry Fireplace in main level","Detached from home",1985,"Unfinished",2,528,112,0,0,0,0,0,"Minimum Privacy",400,9,2006,"Normal Sale",114500
"53",53,"DUPLEX - ALL STYLES AND AGES","Residential Medium Density",110,8472,"Moderately Irregular","Corner lot","Iowa DOT and Rail Road","Duplex","One story",5,5,1963,1963,"Gable","Wood Siding","Wood Siding","None",0,"Fair","Cinder Block","Good (90-99 inches)","Good Exposure",104,"Good Living Quarters",712,0,816,"Average/Typical",816,0,0,816,1,0,1,0,2,1,5,0,"No Fireplace","Car Port",1963,"Unfinished",2,516,106,0,0,0,0,0,"No Fence",0,5,2010,"Normal Sale",110000
"54",54,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",68,50271,"Slightly irregular","Inside lot","Veenker","Single-family Detached","One story",9,5,1981,1987,"Gable","Wood Shingles","Wd Shng","None",0,"Good","Cinder Block","Excellent (100+ inches)","Good Exposure",1810,"Unfinished",0,32,1842,"Good",1842,0,0,1842,2,0,0,1,0,1,5,1,"Good - Masonry Fireplace in main level","Attached to home",1981,"Finished",3,894,857,72,0,0,0,0,"No Fence",0,11,2006,"Normal Sale",385000
"55",55,"SPLIT OR MULTI-LEVEL","Residential Low Density",60,7134,"Regular","Inside lot","NAmes","Single-family Detached","Split Level",5,5,1955,1955,"Gable","Metal Siding","Metal Siding","None",0,"Average/Typical","Cinder Block","Typical (80-89 inches)","No Exposure",384,"Unfinished",0,0,384,"Average/Typical",1360,0,0,1360,0,0,1,0,3,1,6,1,"Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement","Detached from home",1962,"Unfinished",2,572,0,50,0,0,0,0,"Minimum Privacy",0,2,2007,"Normal Sale",130000
"56",56,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",100,10175,"Slightly irregular","Inside lot","NAmes","Single-family Detached","One story",6,5,1964,1964,"Gable","Hard Board","Plywood","Brick Face",272,"Average/Typical","Cinder Block","Typical (80-89 inches)","No Exposure",490,"Unfinished",0,935,1425,"Good",1425,0,0,1425,0,0,2,0,3,1,7,1,"Good - Masonry Fireplace in main level","Attached to home",1964,"Rough Finished",2,576,0,0,0,407,0,0,"No Fence",0,7,2008,"Normal Sale",180500
"57",57,"2-STORY PUD - 1946 and NEWER","Floating Village Residential",24,2645,"Regular","Inside lot","Somerset","Twnhs","Two story",8,5,1999,2000,"Gable","Metal Siding","Metal Siding","Brick Face",456,"Good","Poured Contrete","Good (90-99 inches)","No Exposure",649,"Unfinished",0,321,970,"Excellent",983,756,0,1739,1,0,2,1,3,1,7,0,"No Fireplace","Attached to home",1999,"Finished",2,480,115,0,0,0,0,0,"No Fence",0,8,2009,"Abnormal Sale -  trade, foreclosure, short sale",172500
"58",58,"2-STORY 1946 and NEWER","Residential Low Density",89,11645,"Slightly irregular","Corner lot","College Creek","Single-family Detached","Two story",7,5,2004,2004,"Gable","Vinyl Siding","Vinyl Siding","None",0,"Good","Poured Contrete","Good (90-99 inches)","No Exposure",0,"Unfinished",0,860,860,"Excellent",860,860,0,1720,0,0,2,1,3,1,7,0,"No Fireplace","Attached to home",2004,"Rough Finished",2,565,0,70,0,0,0,0,"No Fence",0,8,2006,"Normal Sale",196500
"59",59,"2-STORY 1946 and NEWER","Residential Low Density",66,13682,"Moderately Irregular","Cul-de-sac","Stone Brook","Single-family Detached","Two story",10,5,2006,2006,"Hip","Vinyl Siding","Vinyl Siding","Brick Face",1031,"Excellent","Poured Contrete","Excellent (100+ inches)","Good Exposure",0,"Unfinished",0,1410,1410,"Excellent",1426,1519,0,2945,0,0,3,1,3,1,10,1,"Good - Masonry Fireplace in main level","Built-In (Garage part of house - typically has room above garage)",2006,"Finished",3,641,192,0,37,0,0,0,"No Fence",0,10,2006,"Home was not completed when last assessed (associated with New Homes)",438780
"60",60,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",60,7200,"Regular","Inside lot","College Creek","Single-family Detached","One story",5,7,1972,1972,"Gable","Hard Board","Hard Board","None",0,"Average/Typical","Cinder Block","Typical (80-89 inches)","Average Exposure (split levels or foyers typically score average or above)",632,"Unfinished",0,148,780,"Excellent",780,0,0,780,0,0,1,0,2,1,4,0,"No Fireplace","Detached from home",1973,"Unfinished",1,352,196,0,0,0,0,0,"Minimum Privacy",0,1,2008,"Normal Sale",124900
"61",61,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",63,13072,"Regular","Inside lot","Sawyer West","Single-family Detached","One story",6,5,2004,2004,"Gable","Vinyl Siding","Vinyl Siding","None",0,"Average/Typical","Poured Contrete","Good (90-99 inches)","No Exposure",941,"Unfinished",0,217,1158,"Excellent",1158,0,0,1158,1,0,1,1,3,1,5,0,"No Fireplace","Detached from home",2006,"Unfinished",2,576,0,50,0,0,0,0,"No Fence",0,5,2006,"Home was not completed when last assessed (associated with New Homes)",158000
"62",62,"2-1/2 STORY ALL AGES","Residential Medium Density",60,7200,"Regular","Inside lot","Iowa DOT and Rail Road","Single-family Detached","Two and one-half story: 2nd level unfinished",5,7,1920,1996,"Gable","Metal Siding","Metal Siding","None",0,"Average/Typical","Brick and Tile","Typical (80-89 inches)","No Exposure",0,"Unfinished",0,530,530,"Average/Typical",581,530,0,1111,0,0,1,0,3,1,6,0,"No Fireplace","Detached from home",1935,"Unfinished",1,288,0,0,144,0,0,0,"No Fence",0,3,2007,"Normal Sale",101000
"63",63,"1-STORY PUD (Planned Unit Development) - 1946 and NEWER","Residential Low Density",44,6442,"Slightly irregular","Inside lot","Northridge Heights","Townhouse End Unit","One story",8,5,2006,2006,"Gable","Vinyl Siding","Vinyl Siding","Stone",178,"Good","Poured Contrete","Good (90-99 inches)","Mimimum Exposure",24,"Unfinished",0,1346,1370,"Excellent",1370,0,0,1370,0,0,2,0,2,1,6,1,"Good - Masonry Fireplace in main level","Attached to home",2006,"Rough Finished",2,484,120,49,0,0,0,0,"No Fence",0,10,2007,"Normal Sale",202500
"64",64,"2-STORY 1945 and OLDER","Residential Medium Density",50,10300,"Slightly irregular","Inside lot","Old Town","Single-family Detached","Two story",7,6,1921,1950,"Gable","Stucco","Stucco","None",0,"Average/Typical","Brick and Tile","Typical (80-89 inches)","No Exposure",0,"Unfinished",0,576,576,"Good",902,808,0,1710,0,0,2,0,3,1,9,0,"No Fireplace","Detached from home",1990,"Unfinished",2,480,12,11,64,0,0,0,"Good Privacy",0,4,2010,"Normal Sale",140000
"65",65,"2-STORY 1946 and NEWER","Residential Low Density",69,9375,"Regular","Inside lot","College Creek","Single-family Detached","Two story",7,5,1997,1998,"Gable","Vinyl Siding","Vinyl Siding","Brick Face",573,"Average/Typical","Poured Contrete","Good (90-99 inches)","No Exposure",739,"Unfinished",0,318,1057,"Excellent",1057,977,0,2034,1,0,2,1,3,1,8,0,"No Fireplace","Attached to home",1998,"Rough Finished",2,645,576,36,0,0,0,0,"Good Privacy",0,2,2009,"Normal Sale",219500
"66",66,"2-STORY 1946 and NEWER","Residential Low Density",76,9591,"Regular","Inside lot","Northridge Heights","Single-family Detached","Two story",8,5,2004,2005,"Gable","Vinyl Siding","Vinyl Siding","Brick Face",344,"Good","Poured Contrete","Excellent (100+ inches)","Average Exposure (split levels or foyers typically score average or above)",0,"Unfinished",0,1143,1143,"Excellent",1143,1330,0,2473,0,0,2,1,4,1,9,1,"Good - Masonry Fireplace in main level","Built-In (Garage part of house - typically has room above garage)",2004,"Rough Finished",3,852,192,151,0,0,0,0,"No Fence",0,10,2007,"Normal Sale",317000
"67",67,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",69,19900,"Regular","Inside lot","NAmes","Single-family Detached","One story",7,5,1970,1989,"Gable","Plywood","Plywood","Brick Face",287,"Average/Typical","Cinder Block","Good (90-99 inches)","Good Exposure",912,"Unfinished",0,1035,1947,"Average/Typical",2207,0,0,2207,1,0,2,0,3,1,7,1,"Good - Masonry Fireplace in main level","Attached to home",1970,"Rough Finished",2,576,301,0,0,0,0,0,"No Fence",0,7,2010,"Normal Sale",180000
"68",68,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",72,10665,"Slightly irregular","Inside lot","College Creek","Single-family Detached","One story",7,5,2003,2003,"Gable","Vinyl Siding","Vinyl Siding","Brick Face",167,"Good","Poured Contrete","Good (90-99 inches)","Average Exposure (split levels or foyers typically score average or above)",1013,"Unfinished",0,440,1453,"Excellent",1479,0,0,1479,1,0,2,0,3,1,7,0,"No Fireplace","Attached to home",2003,"Rough Finished",2,558,144,29,0,0,0,0,"No Fence",0,6,2007,"Normal Sale",226000
"69",69,"1-STORY 1945 and OLDER","Residential Medium Density",47,4608,"Regular","Corner lot","Old Town","Single-family Detached","One story",4,6,1945,1950,"Gable","Metal Siding","Metal Siding","None",0,"Average/Typical","Cinder Block","Typical (80-89 inches)","No Exposure",0,"Unfinished",0,747,747,"Average/Typical",747,0,0,747,0,0,1,0,2,1,4,0,"No Fireplace","Attached to home",1945,"Unfinished",1,220,0,0,0,0,0,0,"No Fence",0,6,2010,"Normal Sale",80000
"70",70,"1-1/2 STORY FINISHED ALL AGES","Residential Low Density",81,15593,"Regular","Corner lot","Clear Creek","Single-family Detached","One and one-half story: 2nd level finished",7,4,1953,1953,"Gable","Brick Face","Asbestos Shingles","None",0,"Good","Cinder Block","Typical (80-89 inches)","No Exposure",603,"Unfinished",0,701,1304,"Average/Typical",1304,983,0,2287,0,0,2,0,3,1,7,1,"Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement","Attached to home",1953,"Finished",2,667,0,21,114,0,0,0,"No Fence",0,7,2006,"Normal Sale",225000
"71",71,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",95,13651,"Slightly irregular","Inside lot","NAmes","Single-family Detached","One story",7,6,1973,1973,"Gable","Plywood","Plywood","Brick Face",1115,"Average/Typical","Cinder Block","Good (90-99 inches)","Good Exposure",1880,"Unfinished",0,343,2223,"Excellent",2223,0,0,2223,1,0,2,0,3,1,8,2,"Good - Masonry Fireplace in main level","Attached to home",1973,"Finished",2,516,300,0,0,0,0,0,"No Fence",0,2,2007,"Normal Sale",244000
"72",72,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",69,7599,"Regular","Corner lot","Mitchell","Single-family Detached","One story",4,6,1982,2006,"Gable","Hard Board","Plywood","None",0,"Average/Typical","Cinder Block","Typical (80-89 inches)","No Exposure",565,"Unfinished",0,280,845,"Average/Typical",845,0,0,845,1,0,1,0,2,1,4,0,"No Fireplace","Detached from home",1987,"Unfinished",2,360,0,0,0,0,0,0,"No Fence",0,6,2007,"Normal Sale",129500
"73",73,"2-STORY 1946 and NEWER","Residential Low Density",74,10141,"Slightly irregular","Corner lot","Gilbert","Single-family Detached","Two story",7,5,1998,1998,"Gable","Vinyl Siding","Vinyl Siding","Brick Face",40,"Average/Typical","Poured Contrete","Good (90-99 inches)","No Exposure",0,"Unfinished",0,832,832,"Good",885,833,0,1718,0,0,2,1,3,1,7,1,"Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement","Attached to home",1998,"Finished",2,427,0,94,0,0,291,0,"No Fence",0,12,2009,"Normal Sale",185000
"74",74,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",85,10200,"Regular","Inside lot","NAmes","Single-family Detached","One story",5,7,1954,2003,"Gable","Wood Siding","Wood Siding","Brick Face",104,"Average/Typical","Cinder Block","Typical (80-89 inches)","No Exposure",320,"Below Average Living Quarters",362,404,1086,"Good",1086,0,0,1086,1,0,1,0,3,1,6,0,"No Fireplace","Attached to home",1989,"Unfinished",2,490,0,0,0,0,0,0,"Good Wood",0,5,2010,"Normal Sale",144900
"75",75,"1-1/2 STORY FINISHED ALL AGES","Residential Medium Density",60,5790,"Regular","Corner lot","Old Town","Single-family Detached","Two story",3,6,1915,1950,"Gambrel","Vinyl Siding","Vinyl Siding","None",0,"Good","Cinder Block","Fair (70-79 inches)","No Exposure",0,"Unfinished",0,840,840,"Good",840,765,0,1605,0,0,2,0,3,2,8,0,"No Fireplace","Detached from home",1915,"Unfinished",1,379,0,0,202,0,0,0,"No Fence",0,5,2010,"Normal Sale",107400
"76",76,"PUD - MULTILEVEL - INCL SPLIT LEV/FOYER","Residential Medium Density",21,1596,"Regular","Inside lot","Meadow Village","Twnhs","Split Level",4,5,1973,1973,"Gable","Cement Board","CmentBd","None",0,"Average/Typical","Cinder Block","Good (90-99 inches)","Good Exposure",462,"Unfinished",0,0,462,"Average/Typical",526,462,0,988,1,0,1,0,2,1,5,0,"No Fireplace","Built-In (Garage part of house - typically has room above garage)",1973,"Unfinished",1,297,120,101,0,0,0,0,"Good Wood",0,11,2009,"Normal Sale",91000
"77",77,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",69,8475,"Slightly irregular","Inside lot","NAmes","Single-family Detached","One story",4,7,1956,1956,"Gable","Vinyl Siding","Vinyl Siding","None",0,"Average/Typical","Cinder Block","Typical (80-89 inches)","No Exposure",228,"Unfinished",0,724,952,"Excellent",952,0,0,952,0,0,1,0,2,1,4,0,"No Fireplace","Detached from home",1956,"Unfinished",1,283,0,0,0,0,0,0,"No Fence",0,4,2008,"Normal Sale",135750
"78",78,"1-1/2 STORY FINISHED ALL AGES","Residential Medium Density",50,8635,"Regular","Inside lot","Brookside","Single-family Detached","One and one-half story: 2nd level finished",5,5,1948,2001,"Gable","Wood Siding","Wood Siding","None",0,"Average/Typical","Cinder Block","Typical (80-89 inches)","No Exposure",336,"Good Living Quarters",41,295,672,"Average/Typical",1072,213,0,1285,1,0,1,0,2,1,6,0,"No Fireplace","Detached from home",1948,"Unfinished",1,240,0,0,0,0,0,0,"Minimum Privacy",0,1,2008,"Normal Sale",127000
"79",79,"DUPLEX - ALL STYLES AND AGES","Residential Low Density",72,10778,"Regular","Inside lot","Sawyer","Duplex","One story",4,5,1968,1968,"Hip","Hard Board","Hard Board","None",0,"Average/Typical","Cinder Block","Typical (80-89 inches)","No Exposure",0,"Unfinished",0,1768,1768,"Average/Typical",1768,0,0,1768,0,0,2,0,4,2,8,0,"No Fireplace","No Garage",1968,"No Garage",0,0,0,0,0,0,0,0,"No Fence",0,4,2010,"Normal Sale",136500
"80",80,"1-1/2 STORY FINISHED ALL AGES","Residential Medium Density",60,10440,"Regular","Corner lot","Old Town","Single-family Detached","Two story",5,6,1910,1981,"Gable","Wood Siding","Wood Siding","None",0,"Average/Typical","Poured Contrete","Typical (80-89 inches)","No Exposure",0,"Unfinished",0,440,440,"Good",682,548,0,1230,0,0,1,1,2,1,5,0,"No Fireplace","Detached from home",1966,"Unfinished",2,440,74,0,128,0,0,0,"Minimum Privacy",0,5,2009,"Normal Sale",110000
"81",81,"2-STORY 1946 and NEWER","Residential Low Density",100,13000,"Regular","Corner lot","NAmes","Single-family Detached","Two story",6,6,1968,1968,"Gable","Vinyl Siding","Vinyl Siding","Brick Face",576,"Average/Typical","Cinder Block","Good (90-99 inches)","No Exposure",448,"Unfinished",0,448,896,"Average/Typical",1182,960,0,2142,0,0,2,1,4,1,8,1,"Good - Masonry Fireplace in main level","Attached to home",1968,"Finished",1,509,0,72,0,0,252,0,"No Fence",0,6,2009,"Normal Sale",193500
"82",82,"1-STORY PUD (Planned Unit Development) - 1946 and NEWER","Residential Medium Density",32,4500,"Regular","Frontage on 2 sides of property","Mitchell","Townhouse End Unit","One story",6,5,1998,1998,"Hip","Vinyl Siding","Vinyl Siding","Brick Face",443,"Average/Typical","Poured Contrete","Excellent (100+ inches)","No Exposure",1201,"Unfinished",0,36,1237,"Excellent",1337,0,0,1337,1,0,2,0,2,1,5,0,"No Fireplace","Attached to home",1998,"Finished",2,405,0,199,0,0,0,0,"No Fence",0,3,2006,"Normal Sale",153500
"83",83,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",78,10206,"Regular","Inside lot","Somerset","Single-family Detached","One story",8,5,2007,2007,"Gable","Vinyl Siding","Vinyl Siding","Stone",468,"Average/Typical","Poured Contrete","Good (90-99 inches)","No Exposure",33,"Unfinished",0,1530,1563,"Excellent",1563,0,0,1563,0,0,2,0,3,1,6,1,"Good - Masonry Fireplace in main level","Attached to home",2007,"Rough Finished",3,758,144,99,0,0,0,0,"No Fence",0,10,2008,"Normal Sale",245000
"84",84,"1-STORY 1946 and NEWER ALL STYLES","Residential Low Density",80,8892,"Slightly irregular","Inside lot","NAmes","Single-family Detached","One story",5,5,1960,1960,"Gable","Metal Siding","Metal Siding","Brick Common",66,"Average/Typical","Cinder Block","Typical (80-89 inches)","No Exposure",0,"Unfinished",0,1065,1065,"Good",1065,0,0,1065,0,0,1,1,3,1,6,0,"No Fireplace","Detached from home",1974,"Unfinished",2,461,74,0,0,0,0,0,"No Fence",0,7,2007,"Normal Sale",126500
"85",85,"SPLIT OR MULTI-LEVEL","Residential Low Density",69,8530,"Slightly irregular","Inside lot","Gilbert","Single-family Detached","Split Level",7,5,1995,1996,"Gable","Hard Board","Hard Board","Brick Face",22,"Average/Typical","Poured Contrete","Good (90-99 inches)","No Exposure",0,"Unfinished",0,384,384,"Good",804,670,0,1474,0,0,2,1,3,1,7,1,"Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement","Built-In (Garage part of house - typically has room above garage)",1995,"Finished",2,400,120,72,0,0,0,0,"No Fence",700,5,2009,"Normal Sale",168500
"86",86,"2-STORY 1946 and NEWER","Residential Low Density",121,16059,"Regular","Corner lot","Northridge","Single-family Detached","Two story",8,5,1991,1992,"Hip","Hard Board","Hard Board","Brick Face",284,"Good","Cinder Block","Good (90-99 inches)","No Exposure",0,"Unfinished",0,1288,1288,"Excellent",1301,1116,0,2417,0,0,2,1,4,1,9,1,"Average - Prefabricated Fireplace in main living area or Masonry Fireplace in basement","Attached to home",1991,"Unfinished",2,462,127,82,0,0,0,0,"No Fence",0,4,2006,"Normal Sale",260000
